,Datetime,Tweet Id,Username,Text,Label
10,2022-12-26 04:51:36+00:00,1607237669402337281,sumariedjem,"Respon KANIT PPA Polresta JOGJA tanggal 7 Desember. Setelah Treat saya sebelumnya di NOTICE @PoldaJogja.

Dan saya tidak melanjutkan Bikin laporan di Polresta Jogja. Karna sudah merasa Janggal. Saya naik kan ke POLDA jogja

#PercumaLaporPOLISI
#PercumaLaporPOLISIJOGJA https://t.co/iiFpmVQtks",Neutral
11,2022-12-24 13:15:35+00:00,1606639727431811072,mudanewscom,"https://t.co/MJpCbc5Fnm

Tim https://t.co/VZjdXnbsIW melakukan konfirmasi ke WhatsAppnya, Selasa (20/12/2022) , Kapolrestabes Medan Kombes Valentino Alfa Tatareda

@KemenBUMN  @ListyoSigitP @DivHumas_Polri @KSPgoid
#HukumdanKeadilan #POLISI #percumalaporpolisi",Neutral
12,2022-12-24 11:00:45+00:00,1606605794178662400,thedanapati,"@slestaar samperin rumah pelaku kak. 
ngomong sama orang tuanya langsung. 
skalian kasi tau kalo masih berlanjut, ketemu d kantor polisi aja. 

tapi masalahnya, masih trauma gw dengan hestek #percumalaporpolisi :(((",Negative
13,2022-12-24 03:48:02+00:00,1606496898436562944,JoseaChristian,@faizalaziz_id @mlgcollective @idextratime @DivHumas_Polri #PercumaLaporPolisi,Neutral
14,2022-12-24 02:50:28+00:00,1606482409389981696,NdoroAyu15,"@DivHumas_Polri  sdh laporan dr bulan Maret baru di tanggapi bulan Juli trs masih nunggu proses untuk pembuatan laporan STLLP aja baru di bikinin bulan November,sudah jls pelakunya,tp proses peradilan aja tidak ada?Dan membiarkan pelaku mencari korban lainya
#percumalaporpolisi",Negative
15,2022-12-24 01:33:31+00:00,1606463046846930944,_iekaaa,Semoga ga #PercumaLaporPolisi https://t.co/Kivcn2jj1c,Neutral
16,2022-12-23 14:24:49+00:00,1606294761991598080,nugiedia,@PolJokesID selangkangan aja cepett...kasus laen aja lamaaa gimana mau di percaya ? #percumalaporpolisi,Negative
17,2022-12-23 04:06:42+00:00,1606139207604350976,caswadi_didi,"@idextratime @OngisnadeNet giliran bokep gercep giliran tragedi yg tewaskan ratusan orang ga da kejelasan malah ketua LIB di bebaskan,,,
#percumalaporpolisi #percumaadapolisi 
R.I.P sila ke 5 😔",Negative
18,2022-12-23 02:34:16+00:00,1606115946606624769,ruthlessfire13,"Sesama polisi aja begini. Gimana sama sipil?
#PercumaAdaPolisi #1hari1oknum #1hari1polres #1hari1polsek #PercumaLaporPolisi https://t.co/gVPEhgxho9",Negative
19,2022-12-22 22:30:13+00:00,1606054530533031936,ekasepdiariawan,@PresidenKopi #percumalaporpolisi,Neutral
20,2022-12-22 11:03:31+00:00,1605881717000065025,HendrawanSTB,"Twitter doesn't have magic for me.. 
Motor raib dibawa begal anjing yg nyamar jadi matel. 

Hukum tai kucing - pelindung tai kucing.. 

sampe H+3 ga ada progress resmi Dari hasil lapor. 
#percumalaporpolisi",Negative
21,2022-12-22 08:13:01+00:00,1605838808628355073,affanaffa12,@BosPurwa @ListyoSigitP #percumalaporpolisi,Neutral
22,2022-12-22 07:01:37+00:00,1605820837814079488,SatuhatiCoffee,"Fakta 
#PercumaLaporPolisi
#PercumaLapotPolisi https://t.co/Vlf4yf8An2",Neutral
23,2022-12-22 01:27:02+00:00,1605736640043180033,buya_pree,#PercumaLaporPolisi https://t.co/iz9mmyy34L,Neutral
24,2022-12-22 00:39:42+00:00,1605724727795863552,sabanabana5,"#PercumaLaporPolisi

Useless... https://t.co/2knpRCFt4W",Neutral
25,2022-12-22 00:22:41+00:00,1605720444006699008,rachman0565,#PercumaLaporPolisi https://t.co/etKiMabH8n,Neutral
26,2022-12-21 23:24:40+00:00,1605705846322876417,Rezamorset1,"@BosPurwa @darmantahu #PercumaAdaPolisi 
#PercumaLaporPolisi",Neutral
27,2022-12-21 14:45:12+00:00,1605575116133318657,PakpahanSyafii,"Intropeksi
#percumalaporpolisi https://t.co/TsLP9x8p7c",Neutral
28,2022-12-21 12:41:53+00:00,1605544081635291138,Sand_The_Dragon,@BosPurwa @ListyoSigitP #percumalaporpolisi,Neutral
29,2022-12-21 08:04:39+00:00,1605474314152685568,HerinDika,#percumalaporpolisi,Neutral
30,2022-12-21 03:55:31+00:00,1605411616316481536,ruthlessfire13,Astaghfirullah. #PercumaAdaPolisi #PercumaLaporPolisi #1hari1oknum https://t.co/0pQSd7w63Q,Negative
31,2022-12-21 00:46:18+00:00,1605364000648073216,cinnamonroll719,@Nabdsftr_ @yourrainbow97 @DivHumas_Polri @ListyoSigitP Apa harus ht #percumalaporpolisi naik lagi?,Negative
32,2022-12-20 23:21:29+00:00,1605342654220632064,bowiedj,"Si pelaku nantang laporin aja polisi, … dan 4 bulan laporan blm ada tindakan. Berarti apa tuh? #percumalaporpolisi https://t.co/gNFfneg0WQ",Negative
33,2022-12-20 23:06:24+00:00,1605338859449233410,sallon68,"#daftarpencarianorang 
#uutpks #herrywirawan #juliantoekaputra #rkuhp #pelecehanseksual 
#hukumpidana #kuhp 
#kriminal #narkotika
#jatanras #begalpayudara 
#polisitembakpolisi
#pencucianuang #ferdysambo 
#penistaanagama #percumalaporpolisi
#ditreskrimum
#hukumanmati
#rutansalemba https://t.co/6FYCKHceWS",Neutral
34,2022-12-20 14:53:25+00:00,1605214796168581121,kris_hqq,@yourrainbow97 Pak? @DivHumas_Polri  #PercumaLaporPolisi,Neutral
35,2022-12-20 12:10:49+00:00,1605173876396552193,EnmaLigh,@NarasiNewsroom Enak banget yak... udah maksa nyocok tanam di lahan orang di dorong damai pula sama pengayom masyarakat (mang lisi). #percumalaporpolisi,Negative
36,2022-12-20 10:39:04+00:00,1605150787360894976,badsweetiess,@Askrlfess #percumalaporpolisi,Neutral
37,2022-12-20 09:02:12+00:00,1605126410242527233,adi_saputra2605,@joko71442684 @macanair_ Udah banyak yg laporin tapi #PercumaLaporPolisi tau sendiri Polisi Indonesia klo gada duitnya gx mau gerak.. 🥲🥲,Negative
38,2022-12-20 03:36:49+00:00,1605044525529174016,how2lvmyself1st,@Askrlfess Jadi tagar #percumalaporpolisi itu beneran ya? @DivHumas_Polri,Neutral
39,2022-12-20 03:01:25+00:00,1605035614122180608,TehOb3ng,@Budionotaslim3 @Gojekmilitan Ngk viral ya mana di urus #percumaLaporPolisi,Negative
40,2022-12-19 22:57:58+00:00,1604974350234681344,radnaradno,"@NarasiNewsroom Kok ga kaget sama kasus polisi malah mendukung tersangka dapat jalan damai. Terutama kasus pelecehan seksual, kekerasan seksual. Hastag #percumalaporpolisi bener-bener berlaku dalam segala situasi",Negative
41,2022-12-19 16:07:00+00:00,1604870927208316928,hivermort,@tanyakanrl memang #percumalaporpolisi,Neutral
42,2022-12-19 13:33:22+00:00,1604832263623278592,ladydevimon_,@yourrainbow97 Karena ya #PercumaLaporPolisi,Neutral
43,2022-12-19 13:04:34+00:00,1604825015433990145,kangyounghyune,"@yourrainbow97 Im sorry to hear that. Semoga bahumu sekeluarga dikuatkan dan dilindungi dari manusia berkelakuan dajjal itu ya nder. Lekas mendapat keadilan, dan pelaku dihukum maksimal aminnn #percumalaporpolisi @kaesangp @gibran_tweet @Gerindra @SeputarTetangga",Negative
44,2022-12-19 12:29:35+00:00,1604816209337552897,BearHugKaos,#percumalaporpolisi https://t.co/vyxO8tJOUF,Neutral
45,2022-12-19 07:44:06+00:00,1604744367188475904,alifiaadayang,@Askrlfess #percumalaporpolisi emg gajelas polisi indon🤡🤡,Neutral
46,2022-12-19 07:37:39+00:00,1604742742613307392,EffendiStep,"@Askrlfess Kek gitu masih lapor polisi? Wkwk
Mending elu ngerelain duit elu berapa dan buat beliin makan orang kampung, terus suruh salam olahraga aja tuh ke orang itu.
#percumalaporpolisi",Negative
47,2022-12-19 06:05:42+00:00,1604719604563345408,DonLaffitte,@Askrlfess Saatnya menggunakan hastag #percumalaporpolisi,Neutral
48,2022-12-19 05:17:00+00:00,1604707347334823936,rwdalgabud,@Askrlfess #PercumaLaporPolisi,Neutral
49,2022-12-18 17:25:06+00:00,1604528192819122176,qntrsd,"Wkwkwkwkwkwkwkwkwkwkwkwwkk #percumalaporpolisi 
Cc bang @fullmoonfolks https://t.co/rldykb5tzR",Neutral
50,2022-12-18 13:12:50+00:00,1604464707800551424,faniglory1995,@aaahyarum @tanyakanrl @DivHumas_Polri plis yg begini² ditindak tegas sbelum hashtag #PercumaLaporPolisi trending lagi.,Negative
51,2022-12-18 07:32:38+00:00,1604379091586596865,totosyahdan,@mamluv19 @galih_pramana @DalemSatrio @thufailrozaan @infomalang Banyak ternyata cerita seperti itu. Jadi #percumalaporpolisi kalau kaya gitu.,Negative
52,2022-12-17 12:49:55+00:00,1604096551038902274,ohhrilla,"Seperti Project Multatuli yang mengawali gerakan #PercumaLaporPolisi yah, She Said ini adalah film biografi tentang jurnalis perempuan NYT yg mengungkap skandal besar Harvey Weinstein yang akhirnya mendorong gerakan #MeToo buat ngelawan kekerasan seksual di industri Hollywood https://t.co/5xA1y84OuR",Neutral
53,2022-12-16 00:47:17+00:00,1603552308549148673,yuzz_2079,@JBucharyA46 @jokowi @ListyoSigitP @mohmahfudmd @VeronicaKoman @RamliRizal @NajwaShihab @KontraS @narasitv @DivHumas_Polri #percumalaporpolisi,Neutral
54,2022-12-15 11:22:55+00:00,1603349881921232896,bhagaskaraaaaa,I'm sorry but what happened to #percumalaporpolisi I thought we are all on the same page,Neutral
55,2022-12-15 07:19:53+00:00,1603288723294400512,MelvinH296,"@msaid_didu Polisi memang harus dibubarkan, di jalan saja kurang kerjaan. Orang lagi ngebut berangkat kerja ditilang, anak-anak yang main di malam hari karena siangnya full sekolah malah dianggap gangster. #percumalaporpolisi",Negative
56,2022-12-14 05:35:01+00:00,1602899941356994560,Nandyansyah1,"@abcdyougoblog Emng seharusnya gitu gk sih, kan udah pada sepakat #percumalaporpolisi heheheh",Neutral
57,2022-12-14 02:13:33+00:00,1602849243504398336,afif_why,@Ndons_Back #PercumaLaporPolisi,Neutral
58,2022-12-14 00:20:00+00:00,1602820666113556482,DArumawati,"Pembobolan Akun @kredivo banyak kasus tapi pihak mereka gk mau tau,,dan tetap kesalahan pada nasabah😏😏pihak @ojkindonesia gimana ini??keadilan harus di tegakkan sudah lapor polisi tapi ttep suruh bayar jgn smpai tagar #percumalaporpolisi ada lagi pak @DivHumas_Polri 🙏🏻",Negative
59,2022-12-14 00:06:19+00:00,1602817221654642688,DArumawati,"@Kopipahit85 @kredivo Itu kapan bang??q jga korban pembobolan Kredivo bang,,udah lapor polisi ttep aja suruh bayar,,qt bkin aja tagar #percumalaporpolisi biar di dengan sama pihak polis",Negative
60,2022-12-13 15:50:12+00:00,1602692372043010049,RizkiKhudory,@akusukangopi @muhamad45yusup @KevinNguyeeeen Inilah salah satu alasan kenapa adanya hastag #percumalaporpolisi,Negative
61,2022-12-13 09:55:33+00:00,1602603121821335554,farabifhrzl,@KevinNguyeeeen emang kalo lapor polisi dapet apa? ujung ujungnya korban nya yang di salahin #percumalaporpolisi,Negative
62,2022-12-13 08:47:04+00:00,1602585886784647168,allofYourpains,@L99moreno @talkyourself_ @Heri_Adityaa @axelinebrous @tanyakanrl Blm pernah denger tagline #percumalaporpolisi ?,Neutral
63,2022-12-13 06:22:13+00:00,1602549434780377093,iam_ndhr,@roykysh @tanyakanrl #Percumalaporpolisi,Neutral
64,2022-12-13 05:35:29+00:00,1602537670613213185,stilleto_still,"lho padahal kemaren kalean2 juga yg naekin tagar #percumalaporpolisi. hipokrit keliatan banget nih, takut digituin juga ya? 🤣 https://t.co/w43HtZ0reA",Neutral
65,2022-12-12 12:51:11+00:00,1602284930511568897,nabilla1422,"Yg bikin sakit hati adalah tuh maling kan perempuan yaa kok tega liat aku yg lg kerepotan gendong bayi masih sempet2nya nyuri.
Gak lapor polisi aja? 
Hah, emang ditanggepin, oh jelas tidak
#percumalaporpolisi",Negative
66,2022-12-12 09:04:38+00:00,1602227920071962624,AT_adnan,@txtdrimedia #percumalaporpolisi,Neutral
67,2022-12-12 05:04:23+00:00,1602167457351106566,st_boanerges,@crystalitesn @AREAJULID #PercumaLaporPolisi,Neutral
68,2022-12-11 06:42:28+00:00,1601829755682099200,bartolomewshah,@yaniarsim #percumalaporpolisi,Neutral
69,2022-12-11 06:38:40+00:00,1601828796977774593,TehOb3ng,@txtdaribandung #percumaLaporPolisi,Neutral
70,2022-12-09 03:03:36+00:00,1601049898002296832,kawwaiip,"Help KAPOLRI!

Bukti, pengakuan, saksi, semuanya ada tapi malah di SP3 sama OKNUM POLRES JAKTIM

keadilanya dimana? kami dibungkam mengatasnamakan

“WEWENANG POLISI""

#percumalaporpolisi #polresjaktim #oknumpolisi #presisi #kapolri #keadilan #sp3 #restorativejustice #polisi",Negative
71,2022-12-09 00:48:23+00:00,1601015871996321792,sumariedjem,"Di Take down ??

Mencari keadilan kemana lagi??🤍
@txtdrberseragam 
@DivHumas_Polri 
@ListyoSigitP 
@convomfs 
@Askrlfess 
#PercumaLaporPolisi
#bombunuhdiri 
#PerlindunganPerempuan
#KomnasPerempuan
#TribunJogja
#TribunJateng
#🤍 https://t.co/12FkoorQrw",Negative
72,2022-12-07 14:08:21+00:00,1600492413503561731,agis_official,"Retweet ya. 
Yth @ListyoSigitP kapolres @Polres_JakTim Kombes Pol Budi Sartono.
Kasad AKB Ahsanul Miqoffi,kanit Akp Sagala. sy tidk #percumalaporpolisi kapan #ANGGICristinNATALIApasaribuditangkap? 2thn 4 bln SP Sidik baru terbit.secara hukum ini sudh bisa di terbitkan DPO!!! https://t.co/kIofVvnHKH",Neutral
73,2022-12-07 08:46:28+00:00,1600411405835849730,EgiAngg59265364,@ruthlessfire13 #percumalaporpolisi,Neutral
74,2022-12-07 08:23:02+00:00,1600405508607074304,kangpentol007,"Jaman sekarang enak banget kayanya menyelewengkan tindakan kriminal &amp; pelecehan hanya dengan kata oknum, mau sampai kapan kaya gini...
#percumalaporpolisi https://t.co/4lhdvPLVF5",Negative
75,2022-12-06 00:03:09+00:00,1599917322474786816,ehlvhiz_,"#percumalaporpolisi
makin lama makin ngaco, kasus pemerkosaan aja dianggap kasus pelecehan seksual, padahal jelas jelas keduanya itu jauh berbeda.",Negative
76,2022-12-05 17:25:11+00:00,1599817170057580545,rapensinaga,Sulitnya Mendapat Keadilan #percumalaporpolisi | RSP Law Office https://t.co/uCghibTQpP lewat @YouTube,Negative
77,2022-12-05 14:06:31+00:00,1599767176336244739,IMF4KT,@bondan_bmk boleh ketik #percumalaporpolisi ?,Neutral
78,2022-12-05 13:42:05+00:00,1599761025439784960,Enixmatix,"Polisi mending dibubarin aja ya? krna kita ada alternatif utk melapor

@mohmahfudmd 
#percumalaporpolisi

Nyetrika
Fadia
Dilarang
Ketan
#UsutTuntasTragediKanjuruhan
Solat
Senin
Apel Pagi
#IkatanCintaEp975
Fajri
Sore
Snowden
Kodai
#HITCJAKARTA
Lebih Baik Prabowo
#JISOO
Vario
Papua https://t.co/BwN755yw8d",Negative
79,2022-12-05 12:49:31+00:00,1599747797498331136,cenkboboy,@dinagustavsson @jokowi Org Gila..#percumalaporpolisi,Neutral
80,2022-12-05 11:42:48+00:00,1599731008202735616,sumariedjem,"Lantas KEPEDULIAN utk Harkat Martabatnya WANITA MANA ??

Korban berkali kali Depresi sampe memberanikan diri untuk Melapor. Tapi TIDAK ADA HASIL SAMA SEKALI
#LaporSiapa
#PercumaLaporPolisi
#PoldaDIY
#KapolRI
#KomnasPerempuan
#SAPA129
#KomnasHAM",Negative
81,2022-12-05 11:31:27+00:00,1599728151416143872,sumariedjem,"Saya langsung meminta BUKTI itu, pak mana bukti saya, petugas lagi"" seperti ketakutan. Pak mana bukti saya, itu bukti saya mau dibawa kemana. Yg kamu bawa itu bukti saya. Dengan alesan mau di buka dan di foto foto isinya (Sedangkan Laporan belom dibuatnya). 
#PercumaLaporPolisi",Negative
82,2022-12-05 11:28:30+00:00,1599727409880006661,sumariedjem,"DN PIHK PPA BILANG SAYA SDAH MENANGANI BANYAK KASUS DAN SAYA TAU,TAPI KORBAN TERUS MENANYAKAN APAKAH KLW DALAM KEADAAN DI BIUS KORBAN TIDAK SADARKAN DIRI ITU BUKAN PEMAKSAAN, AKHIRNYA PIHAK PPA BILANG IYA PEMAKSAAN,HARUSNYA KLW ADA UNSUR PEMAKSAAN
#PercumaLaporPolisi",Negative
83,2022-12-05 11:23:56+00:00,1599726260238053377,sumariedjem,"YG JADI MASALAH NYA DISINI KENAPA PIHAK PPA TIDAK SIGAP DENGAN KASUS PEMERKOSAAN TERSEBUT, PADAHAL SI KORBAN SUDAH BERUSAHA MELAPORKAN KEJADIAN TERSEBUT DAN BISA MENCERITAKAN KRONOLOGI NYA SAMPAI SELESAI WALAUPUN TERKADANG DEPRESI NYA KAMBUH.

#PercumaLaporPolisi",Negative
84,2022-12-05 11:23:06+00:00,1599726049939841024,sumariedjem,"PADAHAL SI KORBAN BERANI MELAPOR DAN BISA MENCERITAKAN KRONOLOGI KEJADIAN DARI AWAL SAMPAI AKHIR.
AKHIRNYA PIHAK PPA MENGARAHKAN SI KORBAN UNTUK DI BAWA KE RUMAH AMAN (Balai perlindungan dan Rehabilitas sosial wanita)UNTUK MENGOBATI DEPRESI SI KORBAN.
#PercumaLaporPolisi",Negative
85,2022-12-05 11:22:20+00:00,1599725856871837697,sumariedjem,"BAGAIMANA MUNGKIN PIHAK PPA BISA MEMASUKAN KASUS TERSEBUT KE PASAL 6, SEDANGKAN PIHAK PPA BELUM MELIHAT BUKTI APAPUN DN BARU MNDNGAR KRONOLOGI DARI KORBAN DAN ITU PUN MEREKA BELUM MEMASUKAN LAPORAN KORBAN.
DN PIHAK PPA SLALU BERALIBI MENGENAI MENTAL SI KORBAN 
#PercumalaporPolisi",Negative
86,2022-12-05 11:21:09+00:00,1599725560485531649,sumariedjem,"PADAHAL PETUGAS PPA BELUM MENANYAKAN DAN MELIHAT BUKTI APAPUN YG DI BAWA KORBAN,  Lantas mengatakan Saya bahwa pasal 6 hukumannya ringan jadi percuma cape cape bikin laporan, karna nanti prosesnya panjang. Tapi klo misal mau tetap bikin laporan juga gapapa.

#PercumalaporPolisi",Negative
87,2022-12-05 11:20:44+00:00,1599725456223182849,sumariedjem,"bahwa kejadian ini TIDAK MASUK DALAM PASAL PEMERKOSAAN KARNA TIDAK ADANYA LUKA DI TUBUH KORBAN DAN PERLAWANAN DARI KORBAN KE PELAKU DAN TIDAK MASUK KE PASAL PENCABULAN JUGA.DAN SETELAH ITU PETUGAS PPA MENGATAKAN BAHWA KASUS INI HANYA MASUK DI PASAL 6. 

#PercumalaporPolisi",Negative
88,2022-12-05 11:09:34+00:00,1599722643082870786,sumariedjem,"cari ga dapat dan si korban tambah depresi karna harus kembali ke hotel tempat kejadian.
Akhirnya si korbn ketakutan setelah di suruh ke hotel tersebut untk meminta print out hotel, dan sampai si korban sempat hilng akhirnya di bantu cri sama reskrim polresta

#percumalaporpolisi",Negative
89,2022-12-05 11:07:55+00:00,1599722228123578370,sumariedjem,"tapi katanya PPA tutup buka lagi senin, lantas pihak reskrim mengarahkan dari PPA untuk visum dan menyuruh korban mencari bukti² sendiri seperti print out hotel, identitas para saksi di sekitar hotel.
Akhirnya semua bukti² yg di suruh polisi 

#percumalaporpolisi",Negative
90,2022-12-05 11:06:07+00:00,1599721774215999488,sumariedjem,"sedangkan pelaku masih berada di tempat kejadian.
Setelah itu si korban mencoba menenangkan diri karna si korban dalam keadaan depresi berat.
Akhir nya tgl 2 DESEMBER hari jum'at korban kembali ke polresta yogyakarta,

#PercumalaporPolisi https://t.co/DGiNn8ZKxy",Negative
91,2022-12-05 11:03:38+00:00,1599721150321680385,sumariedjem,"dn  dieksekusi disebuah hotel yg berada di kota yogyakarta. 
Sampai akhir nya perempuan tersebut ingin melaporkan ke kantor polisi terdekat dengan hotel tempat kejadian (POLSEK KOTA YOGYAKARTA) sampai polsek si perempuan tersebut dengan membawa bukti kuat

#Percumalaporpolisi",Negative
92,2022-12-05 11:02:06+00:00,1599720767075528704,sumariedjem,"Twitter do you magic 

Percuma Lapor Polisi 
Kasus pemerkosaan yg akhirnya berakhir dengan tagar #percumalaporpolisi 

Berawal dari sebuah kejadian seorang perempuan di perkosa oleh seorang laki² yg tidak di kenal nya, dengan cara memberikan obat tidur/obat bius ketika di Cafe",Negative
93,2022-12-05 08:24:01+00:00,1599680984261464065,youngpablo_____,@Au_Sinaga @gibran_tweet #percumalaporpolisi,Neutral
94,2022-12-05 04:16:12+00:00,1599618618933018629,preman_kalem,@selileomag_ @dumqbo @imandiharjoo @ezash #Percumalaporpolisi soalnya yg kayak gini jarang terungkap,Negative
95,2022-12-04 15:58:38+00:00,1599433001024507904,CharlioMoerdadi,#PercumaLaporPolisi https://t.co/oSExyQf3WB,Neutral
96,2022-12-04 13:44:51+00:00,1599399334466187265,AfrianM2,"@tkgit1 @txtdrbekasi @DivHumas_Polri @ListyoSigitP #percumalaporpolisi urusan receh .. mereka lebih ijo matanya jd beking bisnis haram, narkoba miras prostitusi judi tambang liar dll, yg duitnya gede"".
Tugasin penyidik itu perlu anggaran.",Negative
97,2022-12-04 13:38:01+00:00,1599397616416350208,AfrianM2,@My_EXL @txtdrbekasi @DivHumas_Polri #percumalaporpolisi,Neutral
98,2022-12-04 09:33:14+00:00,1599336013616541696,grsroots,#percumalaporpolisi https://t.co/RF6ugVquQ9,Neutral
99,2022-12-04 04:52:53+00:00,1599265459240828931,lukitttt,@shinedeee @victory_ori @Chimmine_ @txtdrbekasi #percumalaporpolisi,Neutral
100,2022-12-03 13:29:30+00:00,1599033085315600384,Faraz_kepri,"@VIVAcoid Lapor koq ke Polisi....

Lapor ke Netizen Twitter  npa 😁

#Percumalaporpolisi",Neutral
101,2022-12-03 07:31:08+00:00,1598942899185782784,Suara41266873,"#PolisiKalauTidakBisaKerjaJanganMakanGajinyaDong
#PolisiSampahPeradaban
#PercumaAdaPolisi
#PercumaLaporPolisi https://t.co/zkAz5ya1iv https://t.co/P7uSBVCy5M",Neutral
102,2022-12-03 01:39:19+00:00,1598854360502370305,dendayuangga,@Rohimsugiarto1 @txtdrbekasi #percumalaporpolisi,Neutral
103,2022-12-02 17:20:41+00:00,1598728876934692864,SoekotjoHeru,@e100ss #percumalaporpolisi  gak ngarah direken..,Neutral
104,2022-12-02 15:03:03+00:00,1598694239457906688,TehOb3ng,@txtdrberseragam #percumalaporpolisi,Neutral
105,2022-12-02 13:41:05+00:00,1598673610490929152,aliv_fahrudin,"Assalamu'alaikum 
Tolong diselidiki kasus nya pak. 
@ListyoSigitP @DivHumas_Polri 
https://t.co/dMpysCIO58
#percumalaporpolisi 
#resmobsulsel
#poldasulsel
#poldametrojaya",Neutral
106,2022-12-02 13:30:46+00:00,1598671013931515909,aliv_fahrudin,"#percumalaporpolisi 
#poldametrojaya 
https://t.co/dMpysCIO58",Neutral
107,2022-12-02 09:45:21+00:00,1598614286691028992,ruthlessfire13,Saya masukkan ke dalam tagar #1hari1oknum #1hari1polres #1hari1polsek #PercumaLaporPolisi #PercumaAdaPolisi https://t.co/eoDVMqLcoy,Neutral
108,2022-12-02 01:47:28+00:00,1598494023655661568,pramisme87,apa kipas angin german akan membangkitkan tagar #percumalaporwasit alih alih #percumalaporpolisi karena ada cctv tp tetep saja buktinya ga dipake .....heuheuheuheuheu,Neutral
109,2022-12-01 21:53:35+00:00,1598435165575184385,Ar1255320689,"@Anak__Ogi @jokowi @niluhdjelantik @PakkatDayak @CCICPolri @kemkominfo @DivHumas_Polri @ListyoSigitP #PERCUMALAPORPOLISI
#KALAUSUDAHVIRALBARUSIBUK",Neutral
110,2022-12-01 05:54:43+00:00,1598193859804426240,YWedok,@RamliRizal YAKIN LAPORANNYA AKAN DITANGGAPI PIHAK KEPOLISIAN...??? #percumalaporpolisi,Neutral
111,2022-11-29 18:23:32+00:00,1597657528820649984,donnyadams_,"@Hunterjagar3 @ListyoSigitP @mohmahfudmd @DivHumas_Polri @CCICPolri Mana ad berani ciduk? Nggak ad link , trus dia it menghina president jadi aman2 beda klo dia menghina pasukan gerombolan intolerant, nggak hitung jam udah d tangkap...#percumalaporpolisi",Negative
112,2022-11-29 12:11:55+00:00,1597564007216709634,JATAMupdates,"Our Head of Legal and Network Division, Muh Jamil, stated on @KompasTV that there are several roles of the police officials in backing the illegal mining operations according to JATAM's finding.
#illegalmining #coalmining #mineralmining #Polri #percumalaporpolisi #tambangilegal https://t.co/HBddlRLeKS",Neutral
113,2022-11-28 11:03:43+00:00,1597184457039314944,Adv_ERAT,#PercumaLaporPolisi¿¿¿ https://t.co/g3JXUWsEo8,Neutral
114,2022-11-28 06:52:27+00:00,1597121222625488897,ijun1286,"@__AnakKolong @ListyoSigitP @DivHumas_Polri Intinya Takut sama ORMAS cuman gak mau diakuin aja. Ntr di #percumalaporpolisi bilang nya Oknum. Takut tapi sok berani aja. Akhirnya sing along  ""MANIS DI BIBIR MEMUTAR KATA""",Negative
